geo_value,signal,time_value,value,region
1 NENC,pct_ed_visits_influenza,10/5/19,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,10/5/19,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/5/19,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/5/19,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/5/19,0.28,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/5/19,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/5/19,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/12/19,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,10/12/19,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/12/19,0.15,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/12/19,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/12/19,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/12/19,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/12/19,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/19/19,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,10/19/19,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/19/19,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/19/19,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/19/19,0.26,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/19/19,0.25,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/19/19,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/26/19,0.24,1 NENC
2 SENC,pct_ed_visits_influenza,10/26/19,0.18,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/26/19,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/26/19,0.14,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/26/19,0.27,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/26/19,0.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/26/19,0.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/2/19,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,11/2/19,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/2/19,0.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/2/19,0.12,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/2/19,0.4,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/2/19,0.29,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/2/19,0.2,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/9/19,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,11/9/19,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/9/19,0.34,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/9/19,0.18,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/9/19,0.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/9/19,0.28,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/9/19,0.26,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/16/19,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,11/16/19,0.26,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/16/19,0.43,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/16/19,0.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/16/19,0.5,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/16/19,0.76,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/16/19,0.33,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/23/19,0.39,1 NENC
2 SENC,pct_ed_visits_influenza,11/23/19,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/23/19,0.39,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/23/19,0.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/23/19,0.8,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/23/19,1.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/23/19,0.5,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/30/19,0.5,1 NENC
2 SENC,pct_ed_visits_influenza,11/30/19,0.33,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/30/19,0.43,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/30/19,0.44,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/30/19,1.44,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/30/19,1.33,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/30/19,0.76,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/7/19,0.7,1 NENC
2 SENC,pct_ed_visits_influenza,12/7/19,0.41,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/7/19,0.61,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/7/19,0.55,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/7/19,1.74,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/7/19,1.42,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/7/19,0.94,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/14/19,0.99,1 NENC
2 SENC,pct_ed_visits_influenza,12/14/19,0.67,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/14/19,1.12,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/14/19,0.97,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/14/19,2.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/14/19,2.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/14/19,1.6,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/21/19,1.93,1 NENC
2 SENC,pct_ed_visits_influenza,12/21/19,1.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/21/19,1.69,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/21/19,1.96,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/21/19,3.87,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/21/19,3.44,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/21/19,2.74,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/28/19,4.07,1 NENC
2 SENC,pct_ed_visits_influenza,12/28/19,3.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/28/19,3.47,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/28/19,3.47,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/28/19,5.96,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/28/19,5.35,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/28/19,4.86,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/4/20,3.64,1 NENC
2 SENC,pct_ed_visits_influenza,1/4/20,2.62,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/4/20,3.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/4/20,4.74,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/4/20,4.9,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/4/20,4.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/4/20,4.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/11/20,3.47,1 NENC
2 SENC,pct_ed_visits_influenza,1/11/20,2.3,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/11/20,2.39,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/11/20,4.23,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/11/20,3.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/11/20,3.26,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/11/20,3.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/18/20,4.7,1 NENC
2 SENC,pct_ed_visits_influenza,1/18/20,3.27,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/18/20,3.69,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/18/20,5.2,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/18/20,3.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/18/20,3.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/18/20,2.95,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/25/20,5.29,1 NENC
2 SENC,pct_ed_visits_influenza,1/25/20,3.98,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/25/20,4.67,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/25/20,6.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/25/20,3.44,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/25/20,2.93,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/25/20,3.38,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/1/20,7.17,1 NENC
2 SENC,pct_ed_visits_influenza,2/1/20,4.64,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/1/20,7.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/1/20,8.84,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/1/20,4.84,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/1/20,3.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/1/20,4.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/8/20,9.55,1 NENC
2 SENC,pct_ed_visits_influenza,2/8/20,6.78,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/8/20,8.87,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/8/20,10.36,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/8/20,6.65,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/8/20,3.83,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/8/20,4.76,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/15/20,8.02,1 NENC
2 SENC,pct_ed_visits_influenza,2/15/20,6.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/15/20,7.79,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/15/20,7.87,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/15/20,5.73,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/15/20,3.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/15/20,3.96,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/22/20,6.65,1 NENC
2 SENC,pct_ed_visits_influenza,2/22/20,5.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/22/20,6.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/22/20,6.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/22/20,5.69,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/22/20,2.84,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/22/20,3.32,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/29/20,5.97,1 NENC
2 SENC,pct_ed_visits_influenza,2/29/20,5.63,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/29/20,4.97,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/29/20,4.47,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/29/20,5.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/29/20,2.56,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/29/20,2.87,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/7/20,7.07,1 NENC
2 SENC,pct_ed_visits_influenza,3/7/20,5.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/7/20,5.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/7/20,3.75,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/7/20,4.48,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/7/20,2.75,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/7/20,2.72,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/14/20,5.48,1 NENC
2 SENC,pct_ed_visits_influenza,3/14/20,4.67,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/14/20,4.51,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/14/20,3.98,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/14/20,3.91,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/14/20,2.53,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/14/20,2.53,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/21/20,3.92,1 NENC
2 SENC,pct_ed_visits_influenza,3/21/20,2.79,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/21/20,2.71,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/21/20,2.34,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/21/20,2.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/21/20,1.92,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/21/20,2.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/28/20,1.19,1 NENC
2 SENC,pct_ed_visits_influenza,3/28/20,1.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/28/20,0.72,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/28/20,0.63,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/28/20,0.83,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/28/20,0.68,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/28/20,1.03,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/4/20,0.37,1 NENC
2 SENC,pct_ed_visits_influenza,4/4/20,0.34,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/4/20,0.35,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/4/20,0.28,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/4/20,0.44,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/4/20,0.27,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/4/20,0.88,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/11/20,0.36,1 NENC
2 SENC,pct_ed_visits_influenza,4/11/20,0.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/11/20,0.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/11/20,0.12,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/11/20,0.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/11/20,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/11/20,0.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/18/20,0.28,1 NENC
2 SENC,pct_ed_visits_influenza,4/18/20,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/18/20,0.12,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/18/20,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/18/20,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/18/20,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/18/20,0.43,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/25/20,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,4/25/20,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/25/20,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/25/20,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/25/20,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/25/20,0.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/25/20,0.47,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/2/20,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,5/2/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/2/20,0.11,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/2/20,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/2/20,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/2/20,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/2/20,0.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/9/20,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,5/9/20,0.07,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/9/20,0.08,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/9/20,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/9/20,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/9/20,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/9/20,0.23,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/16/20,0.15,1 NENC
2 SENC,pct_ed_visits_influenza,5/16/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/16/20,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/16/20,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/16/20,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/16/20,0.11,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/16/20,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/23/20,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,5/23/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/23/20,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/23/20,0.05,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/23/20,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/23/20,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/23/20,0.06,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/30/20,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,5/30/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/30/20,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/30/20,0.04,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/30/20,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/30/20,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/30/20,0.13,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/6/20,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,6/6/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/6/20,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/6/20,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/6/20,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/6/20,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/6/20,0.09,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/13/20,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,6/13/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/13/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/13/20,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/13/20,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/13/20,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/13/20,0.2,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/20/20,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,6/20/20,0.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/20/20,0.05,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/20/20,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/20/20,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/20/20,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/20/20,0.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/27/20,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,6/27/20,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/27/20,0.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/27/20,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/27/20,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/27/20,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/27/20,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/4/20,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,7/4/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/4/20,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/4/20,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/4/20,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/4/20,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/4/20,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/11/20,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,7/11/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/11/20,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/11/20,0.1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/11/20,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/11/20,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/11/20,0.14,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/18/20,0.05,1 NENC
2 SENC,pct_ed_visits_influenza,7/18/20,0.03,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/18/20,0.04,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/18/20,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/18/20,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/18/20,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/18/20,0.12,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/25/20,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,7/25/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/25/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/25/20,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/25/20,0.07,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/25/20,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/25/20,0.12,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/1/20,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,8/1/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/1/20,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/1/20,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/1/20,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/1/20,0.05,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/1/20,0.08,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/8/20,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,8/8/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/8/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/8/20,0.08,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/8/20,0.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/8/20,0.07,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/8/20,0.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/15/20,0,1 NENC
2 SENC,pct_ed_visits_influenza,8/15/20,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/15/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/15/20,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/15/20,0.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/15/20,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/15/20,0.09,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/22/20,0.02,1 NENC
2 SENC,pct_ed_visits_influenza,8/22/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/22/20,0.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/22/20,0.07,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/22/20,0.05,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/22/20,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/22/20,0.11,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/29/20,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/29/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/29/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/29/20,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/29/20,0.03,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/29/20,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/29/20,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/5/20,0,1 NENC
2 SENC,pct_ed_visits_influenza,9/5/20,0,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/5/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/5/20,0.02,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/5/20,0,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/5/20,0.04,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/5/20,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/12/20,0.01,1 NENC
2 SENC,pct_ed_visits_influenza,9/12/20,0.02,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/12/20,0.01,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/12/20,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/12/20,0.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/12/20,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/12/20,0.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/19/20,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,9/19/20,0.05,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/19/20,0.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/19/20,0.03,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/19/20,0.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/19/20,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/19/20,0.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/26/20,0.08,1 NENC
2 SENC,pct_ed_visits_influenza,9/26/20,0,2 SENC
