geo_value,signal,time_value,value,region,,
3 FAY AREA,pct_ed_visits_influenza,6/24/2017,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/24/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/24/2017,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/24/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/24/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/1/2017,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/1/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/1/2017,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/1/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/1/2017,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/1/2017,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/1/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/8/2017,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/8/2017,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/8/2017,0,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/8/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/8/2017,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/8/2017,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/8/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/15/2017,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/15/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/15/2017,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/15/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/15/2017,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/15/2017,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/15/2017,0.03,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/22/2017,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/22/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/22/2017,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/22/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/22/2017,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/22/2017,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/22/2017,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/29/2017,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/29/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/29/2017,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/29/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/29/2017,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/29/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/29/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/5/2017,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/5/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/5/2017,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/5/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/5/2017,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/5/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/5/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/12/2017,0,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/12/2017,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/12/2017,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/12/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/12/2017,0.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/12/2017,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/12/2017,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/19/2017,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/19/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/19/2017,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/19/2017,0.01,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/19/2017,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/19/2017,0.01,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/19/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/26/2017,0.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/26/2017,0.03,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/26/2017,0.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/26/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/26/2017,0,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/26/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/26/2017,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/2/2017,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/2/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/2/2017,0.02,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/2/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/2/2017,0.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/2/2017,0.03,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/2/2017,0,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/9/2017,0.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/9/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/9/2017,0.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/9/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/9/2017,0.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/9/2017,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/9/2017,0.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/16/2017,0.04,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/16/2017,0,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/16/2017,0.03,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/16/2017,0.02,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/16/2017,0.03,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/16/2017,0.02,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/16/2017,0.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/23/2017,0.03,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/23/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/23/2017,0.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/23/2017,0.03,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/23/2017,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/23/2017,0,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/23/2017,0.09,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/30/2017,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/30/2017,0.01,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/30/2017,0.14,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/30/2017,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/30/2017,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/30/2017,0.04,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/30/2017,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/7/2017,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/7/2017,0.08,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/7/2017,0.11,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/7/2017,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/7/2017,0.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/7/2017,0.17,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/7/2017,0.05,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/14/2017,0.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/14/2017,0.28,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/14/2017,0.17,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/14/2017,0.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/14/2017,0.14,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/14/2017,0.12,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/14/2017,0.11,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/21/2017,0.27,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/21/2017,0.15,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/21/2017,0.23,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/21/2017,0.05,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/21/2017,0.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/21/2017,0.08,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/21/2017,0.17,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/28/2017,0.14,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/28/2017,0.29,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/28/2017,0.3,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/28/2017,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/28/2017,0.16,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/28/2017,0.1,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/28/2017,0.11,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/4/2017,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/4/2017,0.38,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/4/2017,0.29,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/4/2017,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/4/2017,0.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/4/2017,0.17,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/4/2017,0.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/11/2017,0.29,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/11/2017,0.3,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/11/2017,0.58,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/11/2017,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/11/2017,0.14,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/11/2017,0.14,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/11/2017,0.19,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/18/2017,0.31,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/18/2017,0.48,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/18/2017,0.64,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/18/2017,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/18/2017,0.19,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/18/2017,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/18/2017,0.18,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/25/2017,0.31,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/25/2017,0.43,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/25/2017,0.7,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/25/2017,0.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/25/2017,0.24,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/25/2017,0.31,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/25/2017,0.27,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/2/2017,0.23,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/2/2017,0.44,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/2/2017,0.61,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/2/2017,0.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/2/2017,0.27,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/2/2017,0.44,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/2/2017,0.42,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/9/2017,0.31,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/9/2017,0.58,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/9/2017,0.67,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/9/2017,0.36,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/9/2017,0.37,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/9/2017,0.51,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/9/2017,0.41,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/16/2017,0.6,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/16/2017,0.98,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/16/2017,0.98,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/16/2017,0.47,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/16/2017,0.66,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/16/2017,0.54,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/16/2017,0.46,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/23/2017,1.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/23/2017,2.58,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/23/2017,2.04,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/23/2017,1.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/23/2017,1.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/23/2017,1.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/23/2017,0.99,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/30/2017,1.75,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/30/2017,2.24,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/30/2017,2.58,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/30/2017,2.12,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/30/2017,1.88,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/30/2017,2.16,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/30/2017,1.72,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/6/2018,2.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/6/2018,3.37,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/6/2018,2.96,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/6/2018,2.97,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/6/2018,2.66,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/6/2018,2.44,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/6/2018,2.28,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/13/2018,2.36,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/13/2018,4.2,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/13/2018,4.39,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/13/2018,4.34,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/13/2018,3.65,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/13/2018,4.26,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/13/2018,4.06,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/20/2018,3.34,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/20/2018,5.38,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/20/2018,6.27,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/20/2018,5.91,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/20/2018,5.62,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/20/2018,5.76,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/20/2018,5.22,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/27/2018,3.83,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/27/2018,7.62,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/27/2018,8.28,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/27/2018,6.25,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/27/2018,5.68,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/27/2018,6.91,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/27/2018,6.08,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/3/2018,7.26,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/3/2018,8.36,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/3/2018,10.81,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/3/2018,7.79,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/3/2018,7.55,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/3/2018,8.91,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/3/2018,6.55,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/10/2018,8.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/10/2018,7.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/10/2018,11.22,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/10/2018,7.7,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/10/2018,7.82,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/10/2018,7.83,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/10/2018,7.04,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/17/2018,7.77,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/17/2018,6.52,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/17/2018,10.64,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/17/2018,6.57,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/17/2018,7.9,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/17/2018,6.75,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/17/2018,6.15,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/24/2018,4.63,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/24/2018,4.28,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/24/2018,6.99,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/24/2018,3.81,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/24/2018,4.82,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/24/2018,3.38,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/24/2018,3.59,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/3/2018,2.63,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/3/2018,1.97,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/3/2018,4.2,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/3/2018,2.04,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/3/2018,2.5,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/3/2018,1.71,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/3/2018,1.65,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/10/2018,2.8,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/10/2018,1.36,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/10/2018,2.94,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/10/2018,1.67,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/10/2018,1.65,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/10/2018,1.08,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/10/2018,1.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/17/2018,2.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/17/2018,1.66,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/17/2018,2.61,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/17/2018,1.74,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/17/2018,1.69,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/17/2018,1.35,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/17/2018,0.89,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/24/2018,2.61,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/24/2018,1.86,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/24/2018,3.06,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/24/2018,1.68,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/24/2018,1.37,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/24/2018,0.79,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/24/2018,0.77,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/31/2018,2.63,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/31/2018,1.64,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/31/2018,3.05,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/31/2018,2.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/31/2018,1.45,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/31/2018,0.77,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/31/2018,0.67,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/7/2018,2.08,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/7/2018,1.21,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/7/2018,2.01,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/7/2018,1.27,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/7/2018,1.15,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/7/2018,0.98,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/7/2018,0.4,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/14/2018,1.02,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/14/2018,0.78,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/14/2018,1.2,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/14/2018,0.77,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/14/2018,0.8,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/14/2018,0.47,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/14/2018,0.31,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/21/2018,0.73,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/21/2018,0.44,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/21/2018,0.76,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/21/2018,0.57,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/21/2018,0.6,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/21/2018,0.39,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/21/2018,0.21,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/28/2018,0.44,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/28/2018,0.44,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/28/2018,0.65,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/28/2018,0.36,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/28/2018,0.53,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/28/2018,0.27,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/28/2018,0.25,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/5/2018,0.3,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/5/2018,0.29,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/5/2018,0.25,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/5/2018,0.29,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/5/2018,0.33,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/5/2018,0.22,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/5/2018,0.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/12/2018,0.27,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/12/2018,0.24,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/12/2018,0.21,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/12/2018,0.11,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/12/2018,0.21,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/12/2018,0.24,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/12/2018,0.1,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/19/2018,0.2,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/19/2018,0.06,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/19/2018,0.12,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/19/2018,0.08,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/19/2018,0.17,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/19/2018,0.11,6 WNC,,
