"target_end_date","location","target","oracle_value"
2025-03-22,"clt-area","Flu ED visits pct",3.25
2025-03-29,"clt-area","Flu ED visits pct",2.81
2025-04-05,"clt-area","Flu ED visits pct",2.16
2025-04-12,"clt-area","Flu ED visits pct",1.62
2025-04-19,"clt-area","Flu ED visits pct",1.53
2025-04-26,"clt-area","Flu ED visits pct",1.32
2025-05-03,"clt-area","Flu ED visits pct",1.03
2025-05-10,"clt-area","Flu ED visits pct",1.15
2025-05-17,"clt-area","Flu ED visits pct",1.14
2025-05-24,"clt-area","Flu ED visits pct",1.09
2025-05-31,"clt-area","Flu ED visits pct",1.09
2025-06-07,"clt-area","Flu ED visits pct",1.02
2025-06-14,"clt-area","Flu ED visits pct",0.94
2025-06-21,"clt-area","Flu ED visits pct",0.78
2025-06-28,"clt-area","Flu ED visits pct",0.67
2025-07-05,"clt-area","Flu ED visits pct",0.76
2025-07-12,"clt-area","Flu ED visits pct",0.61
2025-07-19,"clt-area","Flu ED visits pct",0.69
2025-07-26,"clt-area","Flu ED visits pct",0.75
2025-08-02,"clt-area","Flu ED visits pct",0.64
2025-08-09,"clt-area","Flu ED visits pct",1.04
2025-08-16,"clt-area","Flu ED visits pct",1.07
2025-08-23,"clt-area","Flu ED visits pct",1.53
2025-08-30,"clt-area","Flu ED visits pct",1.84
2025-09-06,"clt-area","Flu ED visits pct",2.24
2025-09-13,"clt-area","Flu ED visits pct",2.33
2025-09-20,"clt-area","Flu ED visits pct",1.6
2025-09-27,"clt-area","Flu ED visits pct",1.56
2025-10-04,"clt-area","Flu ED visits pct",1.42
2025-10-11,"clt-area","Flu ED visits pct",1.31
2025-10-18,"clt-area","Flu ED visits pct",1.4
2025-10-25,"clt-area","Flu ED visits pct",1.43
2025-11-01,"clt-area","Flu ED visits pct",1.51
2025-11-08,"clt-area","Flu ED visits pct",2.01
2025-11-15,"clt-area","Flu ED visits pct",2.26
2009-01-10,"fay-area","Flu ED visits pct",0.25
2009-01-17,"fay-area","Flu ED visits pct",0.21
2009-01-24,"fay-area","Flu ED visits pct",0.25
2009-01-31,"fay-area","Flu ED visits pct",0.23
2009-02-07,"fay-area","Flu ED visits pct",0.34
2009-02-14,"fay-area","Flu ED visits pct",0.66
2009-02-21,"fay-area","Flu ED visits pct",0.8
2009-02-28,"fay-area","Flu ED visits pct",1.31
2009-03-07,"fay-area","Flu ED visits pct",2.28
2009-03-14,"fay-area","Flu ED visits pct",2.18
2009-03-21,"fay-area","Flu ED visits pct",1.7
2009-03-28,"fay-area","Flu ED visits pct",1.33
2009-04-04,"fay-area","Flu ED visits pct",0.81
2009-04-11,"fay-area","Flu ED visits pct",0.4
2009-04-18,"fay-area","Flu ED visits pct",0.25
2009-04-25,"fay-area","Flu ED visits pct",0.12
2009-05-02,"fay-area","Flu ED visits pct",0.21
2009-05-09,"fay-area","Flu ED visits pct",0.17
2009-05-16,"fay-area","Flu ED visits pct",0.18
2009-05-23,"fay-area","Flu ED visits pct",0.11
2009-05-30,"fay-area","Flu ED visits pct",0.1
2009-06-06,"fay-area","Flu ED visits pct",0.09
2009-06-13,"fay-area","Flu ED visits pct",0.16
2009-06-20,"fay-area","Flu ED visits pct",0.23
2009-06-27,"fay-area","Flu ED visits pct",0.32
2009-07-04,"fay-area","Flu ED visits pct",0.29
2009-07-11,"fay-area","Flu ED visits pct",0.4
2009-07-18,"fay-area","Flu ED visits pct",0.49
2009-07-25,"fay-area","Flu ED visits pct",0.56
2009-08-01,"fay-area","Flu ED visits pct",0.83
2009-08-08,"fay-area","Flu ED visits pct",0.72
2009-08-15,"fay-area","Flu ED visits pct",0.83
2009-08-22,"fay-area","Flu ED visits pct",0.4
2009-08-29,"fay-area","Flu ED visits pct",0.63
2009-09-05,"fay-area","Flu ED visits pct",1.36
2009-09-12,"fay-area","Flu ED visits pct",2.35
2009-09-19,"fay-area","Flu ED visits pct",3.39
2009-09-26,"fay-area","Flu ED visits pct",4.27
2009-10-03,"fay-area","Flu ED visits pct",4.32
2009-10-10,"fay-area","Flu ED visits pct",4.43
2009-10-17,"fay-area","Flu ED visits pct",3.68
2009-10-24,"fay-area","Flu ED visits pct",4.13
2009-10-31,"fay-area","Flu ED visits pct",3
2009-11-07,"fay-area","Flu ED visits pct",1.98
2009-11-14,"fay-area","Flu ED visits pct",1.66
2009-11-21,"fay-area","Flu ED visits pct",1.19
2009-11-28,"fay-area","Flu ED visits pct",0.76
2009-12-05,"fay-area","Flu ED visits pct",0.63
2009-12-12,"fay-area","Flu ED visits pct",0.64
2009-12-19,"fay-area","Flu ED visits pct",0.41
2009-12-26,"fay-area","Flu ED visits pct",0.36
2010-01-02,"fay-area","Flu ED visits pct",0.34
2010-01-09,"fay-area","Flu ED visits pct",0.27
2010-01-16,"fay-area","Flu ED visits pct",0.45
2010-01-23,"fay-area","Flu ED visits pct",0.25
2010-01-30,"fay-area","Flu ED visits pct",0.31
2010-02-06,"fay-area","Flu ED visits pct",0.17
2010-02-13,"fay-area","Flu ED visits pct",0.25
2010-02-20,"fay-area","Flu ED visits pct",0.27
2010-02-27,"fay-area","Flu ED visits pct",0.2
2010-03-06,"fay-area","Flu ED visits pct",0.29
2010-03-13,"fay-area","Flu ED visits pct",0.15
2010-03-20,"fay-area","Flu ED visits pct",0.16
2010-03-27,"fay-area","Flu ED visits pct",0.18
2010-04-03,"fay-area","Flu ED visits pct",0.11
2010-04-10,"fay-area","Flu ED visits pct",0.04
2010-04-17,"fay-area","Flu ED visits pct",0.04
2010-04-24,"fay-area","Flu ED visits pct",0.05
2010-05-01,"fay-area","Flu ED visits pct",0.07
2010-05-08,"fay-area","Flu ED visits pct",0.03
2010-05-15,"fay-area","Flu ED visits pct",0.06
2010-05-22,"fay-area","Flu ED visits pct",0.02
2010-05-29,"fay-area","Flu ED visits pct",0.01
2010-06-05,"fay-area","Flu ED visits pct",0.02
2010-06-12,"fay-area","Flu ED visits pct",0.02
2010-06-19,"fay-area","Flu ED visits pct",0.02
2010-06-26,"fay-area","Flu ED visits pct",0.02
2010-07-03,"fay-area","Flu ED visits pct",0
2010-07-10,"fay-area","Flu ED visits pct",0.02
2010-07-17,"fay-area","Flu ED visits pct",0.02
2010-07-24,"fay-area","Flu ED visits pct",0.01
2010-07-31,"fay-area","Flu ED visits pct",0.01
2010-08-07,"fay-area","Flu ED visits pct",0.02
2010-08-14,"fay-area","Flu ED visits pct",0.01
2010-08-21,"fay-area","Flu ED visits pct",0.01
2010-08-28,"fay-area","Flu ED visits pct",0.03
2010-09-04,"fay-area","Flu ED visits pct",0.01
2010-09-11,"fay-area","Flu ED visits pct",0.02
2010-09-18,"fay-area","Flu ED visits pct",0.06
2010-09-25,"fay-area","Flu ED visits pct",0.04
2010-10-02,"fay-area","Flu ED visits pct",0.06
2010-10-09,"fay-area","Flu ED visits pct",0.08
2010-10-16,"fay-area","Flu ED visits pct",0.06
2010-10-23,"fay-area","Flu ED visits pct",0.09
2010-10-30,"fay-area","Flu ED visits pct",0.09
2010-11-06,"fay-area","Flu ED visits pct",0.18
2010-11-13,"fay-area","Flu ED visits pct",0.13
2010-11-20,"fay-area","Flu ED visits pct",0.18
2010-11-27,"fay-area","Flu ED visits pct",0.14
2010-12-04,"fay-area","Flu ED visits pct",0.16
2010-12-11,"fay-area","Flu ED visits pct",0.28
2010-12-18,"fay-area","Flu ED visits pct",0.26
2010-12-25,"fay-area","Flu ED visits pct",0.44
2011-01-01,"fay-area","Flu ED visits pct",0.64
2011-01-08,"fay-area","Flu ED visits pct",1.01
2011-01-15,"fay-area","Flu ED visits pct",1.46
2011-01-22,"fay-area","Flu ED visits pct",2.56
2011-01-29,"fay-area","Flu ED visits pct",3.4
2011-02-05,"fay-area","Flu ED visits pct",5.19
2011-02-12,"fay-area","Flu ED visits pct",5.35
2011-02-19,"fay-area","Flu ED visits pct",4.79
2011-02-26,"fay-area","Flu ED visits pct",3.21
2011-03-05,"fay-area","Flu ED visits pct",2.05
2011-03-12,"fay-area","Flu ED visits pct",0.96
2011-03-19,"fay-area","Flu ED visits pct",0.82
2011-03-26,"fay-area","Flu ED visits pct",0.47
2011-04-02,"fay-area","Flu ED visits pct",0.31
2011-04-09,"fay-area","Flu ED visits pct",0.23
2011-04-16,"fay-area","Flu ED visits pct",0.31
2011-04-23,"fay-area","Flu ED visits pct",0.06
2011-04-30,"fay-area","Flu ED visits pct",0.05
2011-05-07,"fay-area","Flu ED visits pct",0.02
2011-05-14,"fay-area","Flu ED visits pct",0.04
2011-05-21,"fay-area","Flu ED visits pct",0.02
2011-05-28,"fay-area","Flu ED visits pct",0.05
2011-06-04,"fay-area","Flu ED visits pct",0.02
2011-06-11,"fay-area","Flu ED visits pct",0.01
2011-06-18,"fay-area","Flu ED visits pct",0.02
2011-06-25,"fay-area","Flu ED visits pct",0
2011-07-02,"fay-area","Flu ED visits pct",0
2011-07-09,"fay-area","Flu ED visits pct",0.02
2011-07-16,"fay-area","Flu ED visits pct",0.04
2011-07-23,"fay-area","Flu ED visits pct",0.02
2011-07-30,"fay-area","Flu ED visits pct",0.01
2011-08-06,"fay-area","Flu ED visits pct",0.01
2011-08-13,"fay-area","Flu ED visits pct",0.02
2011-08-20,"fay-area","Flu ED visits pct",0.03
2011-08-27,"fay-area","Flu ED visits pct",0.03
2011-09-03,"fay-area","Flu ED visits pct",0.02
2011-09-10,"fay-area","Flu ED visits pct",0.03
2011-09-17,"fay-area","Flu ED visits pct",0.03
2011-09-24,"fay-area","Flu ED visits pct",0.02
2011-10-01,"fay-area","Flu ED visits pct",0.04
2011-10-08,"fay-area","Flu ED visits pct",0.04
2011-10-15,"fay-area","Flu ED visits pct",0.07
2011-10-22,"fay-area","Flu ED visits pct",0.07
2011-10-29,"fay-area","Flu ED visits pct",0.08
2011-11-05,"fay-area","Flu ED visits pct",0.05
2011-11-12,"fay-area","Flu ED visits pct",0.06
2011-11-19,"fay-area","Flu ED visits pct",0.14
2011-11-26,"fay-area","Flu ED visits pct",0.13
2011-12-03,"fay-area","Flu ED visits pct",0.11
2011-12-10,"fay-area","Flu ED visits pct",0.14
2011-12-17,"fay-area","Flu ED visits pct",0.19
2011-12-24,"fay-area","Flu ED visits pct",0.2
2011-12-31,"fay-area","Flu ED visits pct",0.13
2012-01-07,"fay-area","Flu ED visits pct",0.14
2012-01-14,"fay-area","Flu ED visits pct",0.15
2012-01-21,"fay-area","Flu ED visits pct",0.09
2012-01-28,"fay-area","Flu ED visits pct",0.08
2012-02-04,"fay-area","Flu ED visits pct",0.06
2012-02-11,"fay-area","Flu ED visits pct",0.08
2012-02-18,"fay-area","Flu ED visits pct",0.09
2012-02-25,"fay-area","Flu ED visits pct",0.07
2012-03-03,"fay-area","Flu ED visits pct",0.15
2012-03-10,"fay-area","Flu ED visits pct",0.14
2012-03-17,"fay-area","Flu ED visits pct",0.11
2012-03-24,"fay-area","Flu ED visits pct",0.18
2012-03-31,"fay-area","Flu ED visits pct",0.09
2012-04-07,"fay-area","Flu ED visits pct",0.16
2012-04-14,"fay-area","Flu ED visits pct",0.07
2012-04-21,"fay-area","Flu ED visits pct",0.08
2012-04-28,"fay-area","Flu ED visits pct",0.05
2012-05-05,"fay-area","Flu ED visits pct",0.03
2012-05-12,"fay-area","Flu ED visits pct",0.09
2012-05-19,"fay-area","Flu ED visits pct",0.02
2012-05-26,"fay-area","Flu ED visits pct",0.05
2012-06-02,"fay-area","Flu ED visits pct",0.01
2012-06-09,"fay-area","Flu ED visits pct",0.03
2012-06-16,"fay-area","Flu ED visits pct",0.01
2012-06-23,"fay-area","Flu ED visits pct",0.02
2012-06-30,"fay-area","Flu ED visits pct",0.03
2012-07-07,"fay-area","Flu ED visits pct",0.01
2012-07-14,"fay-area","Flu ED visits pct",0.02
2012-07-21,"fay-area","Flu ED visits pct",0.01
2012-07-28,"fay-area","Flu ED visits pct",0.01
2012-08-04,"fay-area","Flu ED visits pct",0
2012-08-11,"fay-area","Flu ED visits pct",0.02
2012-08-18,"fay-area","Flu ED visits pct",0.01
2012-08-25,"fay-area","Flu ED visits pct",0.06
2012-09-01,"fay-area","Flu ED visits pct",0
2012-09-08,"fay-area","Flu ED visits pct",0.01
2012-09-15,"fay-area","Flu ED visits pct",0.03
2012-09-22,"fay-area","Flu ED visits pct",0.04
2012-09-29,"fay-area","Flu ED visits pct",0.09
2012-10-06,"fay-area","Flu ED visits pct",0.17
2012-10-13,"fay-area","Flu ED visits pct",0.22
2012-10-20,"fay-area","Flu ED visits pct",0.1
2012-10-27,"fay-area","Flu ED visits pct",0.16
2012-11-03,"fay-area","Flu ED visits pct",0.29
2012-11-10,"fay-area","Flu ED visits pct",0.44
2012-11-17,"fay-area","Flu ED visits pct",1
2012-11-24,"fay-area","Flu ED visits pct",2.27
2012-12-01,"fay-area","Flu ED visits pct",2.6
2012-12-08,"fay-area","Flu ED visits pct",5.74
2012-12-15,"fay-area","Flu ED visits pct",6.11
2012-12-22,"fay-area","Flu ED visits pct",4.84
2012-12-29,"fay-area","Flu ED visits pct",3.35
2013-01-05,"fay-area","Flu ED visits pct",2.89
2013-01-12,"fay-area","Flu ED visits pct",1.92
2013-01-19,"fay-area","Flu ED visits pct",1.72
2013-01-26,"fay-area","Flu ED visits pct",0.94
2013-02-02,"fay-area","Flu ED visits pct",0.74
2013-02-09,"fay-area","Flu ED visits pct",0.63
2013-02-16,"fay-area","Flu ED visits pct",0.65
2013-02-23,"fay-area","Flu ED visits pct",0.79
2013-03-02,"fay-area","Flu ED visits pct",1.15
2013-03-09,"fay-area","Flu ED visits pct",1.35
2013-03-16,"fay-area","Flu ED visits pct",1.57
2013-03-23,"fay-area","Flu ED visits pct",1.34
2013-03-30,"fay-area","Flu ED visits pct",1.61
2013-04-06,"fay-area","Flu ED visits pct",1.65
2013-04-13,"fay-area","Flu ED visits pct",0.79
2013-04-20,"fay-area","Flu ED visits pct",0.49
2013-04-27,"fay-area","Flu ED visits pct",0.26
2013-05-04,"fay-area","Flu ED visits pct",0.18
2013-05-11,"fay-area","Flu ED visits pct",0.07
2013-05-18,"fay-area","Flu ED visits pct",0.15
2013-05-25,"fay-area","Flu ED visits pct",0.09
2013-06-01,"fay-area","Flu ED visits pct",0.09
2013-06-08,"fay-area","Flu ED visits pct",0.1
2013-06-15,"fay-area","Flu ED visits pct",0.07
2013-06-22,"fay-area","Flu ED visits pct",0.1
2013-06-29,"fay-area","Flu ED visits pct",0.05
2013-07-06,"fay-area","Flu ED visits pct",0.06
2013-07-13,"fay-area","Flu ED visits pct",0.07
2013-07-20,"fay-area","Flu ED visits pct",0.07
2013-07-27,"fay-area","Flu ED visits pct",0.05
2013-08-03,"fay-area","Flu ED visits pct",0.03
2013-08-10,"fay-area","Flu ED visits pct",0.03
2013-08-17,"fay-area","Flu ED visits pct",0.08
2013-08-24,"fay-area","Flu ED visits pct",0.08
2013-08-31,"fay-area","Flu ED visits pct",0.12
2013-09-07,"fay-area","Flu ED visits pct",0.16
2013-09-14,"fay-area","Flu ED visits pct",0.1
2013-09-21,"fay-area","Flu ED visits pct",0.25
2013-09-28,"fay-area","Flu ED visits pct",0.22
2013-10-05,"fay-area","Flu ED visits pct",0.21
2013-10-12,"fay-area","Flu ED visits pct",0.21
2013-10-19,"fay-area","Flu ED visits pct",0.06
2013-10-26,"fay-area","Flu ED visits pct",0.09
2013-11-02,"fay-area","Flu ED visits pct",0.06
2013-11-09,"fay-area","Flu ED visits pct",0.06
2013-11-16,"fay-area","Flu ED visits pct",0.13
2013-11-23,"fay-area","Flu ED visits pct",0.16
2013-11-30,"fay-area","Flu ED visits pct",0.21
2013-12-07,"fay-area","Flu ED visits pct",0.3
2013-12-14,"fay-area","Flu ED visits pct",0.57
2013-12-21,"fay-area","Flu ED visits pct",1.08
2013-12-28,"fay-area","Flu ED visits pct",2.22
2014-01-04,"fay-area","Flu ED visits pct",2.22
2014-01-11,"fay-area","Flu ED visits pct",2.37
2014-01-18,"fay-area","Flu ED visits pct",2.44
2014-01-25,"fay-area","Flu ED visits pct",1.92
2014-02-01,"fay-area","Flu ED visits pct",1.51
2014-02-08,"fay-area","Flu ED visits pct",0.73
2014-02-15,"fay-area","Flu ED visits pct",0.72
2014-02-22,"fay-area","Flu ED visits pct",0.5
2014-03-01,"fay-area","Flu ED visits pct",0.3
2014-03-08,"fay-area","Flu ED visits pct",0.26
2014-03-15,"fay-area","Flu ED visits pct",0.35
2014-03-22,"fay-area","Flu ED visits pct",0.28
2014-03-29,"fay-area","Flu ED visits pct",0.31
2014-04-05,"fay-area","Flu ED visits pct",0.31
2014-04-12,"fay-area","Flu ED visits pct",0.28
2014-04-19,"fay-area","Flu ED visits pct",0.28
2014-04-26,"fay-area","Flu ED visits pct",0.23
2014-05-03,"fay-area","Flu ED visits pct",0.17
2014-05-10,"fay-area","Flu ED visits pct",0.1
2014-05-17,"fay-area","Flu ED visits pct",0.07
2014-05-24,"fay-area","Flu ED visits pct",0.09
2014-05-31,"fay-area","Flu ED visits pct",0.06
2014-06-07,"fay-area","Flu ED visits pct",0.03
2014-06-14,"fay-area","Flu ED visits pct",0.04
2014-06-21,"fay-area","Flu ED visits pct",0.04
2014-06-28,"fay-area","Flu ED visits pct",0.02
2014-07-05,"fay-area","Flu ED visits pct",0.03
2014-07-12,"fay-area","Flu ED visits pct",0
2014-07-19,"fay-area","Flu ED visits pct",0.01
2014-07-26,"fay-area","Flu ED visits pct",0.01
2014-08-02,"fay-area","Flu ED visits pct",0.02
2014-08-09,"fay-area","Flu ED visits pct",0.02
2014-08-16,"fay-area","Flu ED visits pct",0.02
2014-08-23,"fay-area","Flu ED visits pct",0.02
2014-08-30,"fay-area","Flu ED visits pct",0.01
2014-09-06,"fay-area","Flu ED visits pct",0.01
2014-09-13,"fay-area","Flu ED visits pct",0.02
2014-09-20,"fay-area","Flu ED visits pct",0.06
2014-09-27,"fay-area","Flu ED visits pct",0.07
2014-10-04,"fay-area","Flu ED visits pct",0.04
2014-10-11,"fay-area","Flu ED visits pct",0.07
2014-10-18,"fay-area","Flu ED visits pct",0.04
2014-10-25,"fay-area","Flu ED visits pct",0.07
2014-11-01,"fay-area","Flu ED visits pct",0.04
2014-11-08,"fay-area","Flu ED visits pct",0.15
2014-11-15,"fay-area","Flu ED visits pct",0.25
2014-11-22,"fay-area","Flu ED visits pct",0.29
2014-11-29,"fay-area","Flu ED visits pct",1.18
2014-12-06,"fay-area","Flu ED visits pct",1.05
2014-12-13,"fay-area","Flu ED visits pct",1.94
2014-12-20,"fay-area","Flu ED visits pct",4.3
2014-12-27,"fay-area","Flu ED visits pct",6.96
2015-01-03,"fay-area","Flu ED visits pct",5.01
2015-01-10,"fay-area","Flu ED visits pct",2.97
2015-01-17,"fay-area","Flu ED visits pct",2.54
2015-01-24,"fay-area","Flu ED visits pct",2.09
2015-01-31,"fay-area","Flu ED visits pct",1.68
2015-02-07,"fay-area","Flu ED visits pct",1.56
2015-02-14,"fay-area","Flu ED visits pct",1.44
2015-02-21,"fay-area","Flu ED visits pct",1.32
2015-02-28,"fay-area","Flu ED visits pct",0.76
2015-03-07,"fay-area","Flu ED visits pct",0.63
2015-03-14,"fay-area","Flu ED visits pct",0.53
2015-03-21,"fay-area","Flu ED visits pct",0.47
2015-03-28,"fay-area","Flu ED visits pct",0.41
2015-04-04,"fay-area","Flu ED visits pct",0.31
2015-04-11,"fay-area","Flu ED visits pct",0.32
2015-04-18,"fay-area","Flu ED visits pct",0.21
2015-04-25,"fay-area","Flu ED visits pct",0.09
2015-05-02,"fay-area","Flu ED visits pct",0.11
2015-05-09,"fay-area","Flu ED visits pct",0.11
2015-05-16,"fay-area","Flu ED visits pct",0.15
2015-05-23,"fay-area","Flu ED visits pct",0.08
2015-05-30,"fay-area","Flu ED visits pct",0.04
2015-06-06,"fay-area","Flu ED visits pct",0.02
2015-06-13,"fay-area","Flu ED visits pct",0.05
2015-06-20,"fay-area","Flu ED visits pct",0.01
2015-06-27,"fay-area","Flu ED visits pct",0.03
2015-07-04,"fay-area","Flu ED visits pct",0.02
2015-07-11,"fay-area","Flu ED visits pct",0.01
2015-07-18,"fay-area","Flu ED visits pct",0.02
2015-07-25,"fay-area","Flu ED visits pct",0.01
2015-08-01,"fay-area","Flu ED visits pct",0.01
2015-08-08,"fay-area","Flu ED visits pct",0.04
2015-08-15,"fay-area","Flu ED visits pct",0.03
2015-08-22,"fay-area","Flu ED visits pct",0.03
2015-08-29,"fay-area","Flu ED visits pct",0.01
2015-09-05,"fay-area","Flu ED visits pct",0.08
2015-09-12,"fay-area","Flu ED visits pct",0.04
2015-09-19,"fay-area","Flu ED visits pct",0.11
2015-09-26,"fay-area","Flu ED visits pct",0.12
2015-10-03,"fay-area","Flu ED visits pct",0.13
2015-10-10,"fay-area","Flu ED visits pct",0.24
2015-10-17,"fay-area","Flu ED visits pct",0.16
2015-10-24,"fay-area","Flu ED visits pct",0.21
2015-10-31,"fay-area","Flu ED visits pct",0.18
2015-11-07,"fay-area","Flu ED visits pct",0.26
2015-11-14,"fay-area","Flu ED visits pct",0.24
2015-11-21,"fay-area","Flu ED visits pct",0.23
2015-11-28,"fay-area","Flu ED visits pct",0.32
2015-12-05,"fay-area","Flu ED visits pct",0.33
2015-12-12,"fay-area","Flu ED visits pct",0.32
2015-12-19,"fay-area","Flu ED visits pct",0.2
2015-12-26,"fay-area","Flu ED visits pct",0.15
2016-01-02,"fay-area","Flu ED visits pct",0.2
2016-01-09,"fay-area","Flu ED visits pct",0.16
2016-01-16,"fay-area","Flu ED visits pct",0.1
2016-01-23,"fay-area","Flu ED visits pct",0.43
2016-01-30,"fay-area","Flu ED visits pct",0.37
2016-02-06,"fay-area","Flu ED visits pct",0.35
2016-02-13,"fay-area","Flu ED visits pct",0.58
2016-02-20,"fay-area","Flu ED visits pct",1.34
2016-02-27,"fay-area","Flu ED visits pct",2.31
2016-03-05,"fay-area","Flu ED visits pct",3.21
2016-03-12,"fay-area","Flu ED visits pct",4.22
2016-03-19,"fay-area","Flu ED visits pct",3.26
2016-03-26,"fay-area","Flu ED visits pct",2.86
2016-04-02,"fay-area","Flu ED visits pct",2.34
2016-04-09,"fay-area","Flu ED visits pct",1.38
2016-04-16,"fay-area","Flu ED visits pct",1.24
2016-04-23,"fay-area","Flu ED visits pct",1.03
2016-04-30,"fay-area","Flu ED visits pct",1
2016-05-07,"fay-area","Flu ED visits pct",0.84
2016-05-14,"fay-area","Flu ED visits pct",0.44
2016-05-21,"fay-area","Flu ED visits pct",0.28
2016-05-28,"fay-area","Flu ED visits pct",0.33
2016-06-04,"fay-area","Flu ED visits pct",0.2
2016-06-11,"fay-area","Flu ED visits pct",0.08
2016-06-18,"fay-area","Flu ED visits pct",0.11
2016-06-25,"fay-area","Flu ED visits pct",0.05
2016-07-02,"fay-area","Flu ED visits pct",0.09
2016-07-09,"fay-area","Flu ED visits pct",0.08
2016-07-16,"fay-area","Flu ED visits pct",0.09
2016-07-23,"fay-area","Flu ED visits pct",0.06
2016-07-30,"fay-area","Flu ED visits pct",0.05
2016-08-06,"fay-area","Flu ED visits pct",0.06
2016-08-13,"fay-area","Flu ED visits pct",0
2016-08-20,"fay-area","Flu ED visits pct",0.05
2016-08-27,"fay-area","Flu ED visits pct",0.09
2016-09-03,"fay-area","Flu ED visits pct",0.02
2016-09-10,"fay-area","Flu ED visits pct",0.07
2016-09-17,"fay-area","Flu ED visits pct",0.08
2016-09-24,"fay-area","Flu ED visits pct",0.07
2016-10-01,"fay-area","Flu ED visits pct",0.05
2016-10-08,"fay-area","Flu ED visits pct",0.1
2016-10-15,"fay-area","Flu ED visits pct",0.15
2016-10-22,"fay-area","Flu ED visits pct",0.17
